State,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,Total_Cases
South Carolina,6.2344266952414,3.97305818232134,2.79107242107231,2.41714100141653,2.0477089983949,1.44579543241315,1.62033111112274,2.17162401836973,2.07414101530638,2.58206799842924,2.61112301609565,2.74425403677515,3.38645576853997,3.23591866580227,2.42321963267738,2.91219993276868,2.40344061983852,2.26203919280212,1.83904462533036,1.70137037291166,1.73784356706859,1.77391918269228,1.66940820080434,1.71828018687766,1.7523557116532,1.91747405127837,1.71345521052169,1.58649913964863,1.43220620469269,1.32306382471131,1.25564526672387,1.11789714614677,1.0609004348035,1.14917686504329,0.946096692757005,1.03632316264991,0.988358772328398,0.926771167720945,0.911088251383188,0.946517366558487,0.868393581835961,1.02747627979799,0.927515986412584,0.883570843250794,4434
South Dakota,5,10,18.1724276754424,7.49748128453263,3.82246081379983,2.71084222597352,2.02422014516538,1.66698962138554,1.47180049326607,0.946938238098327,0.671050683679969,1.01747756675245,0.926767058466745,0.956049831777481,2.1636170734726,2.67907746084493,2.2904776370457,2.79362749447672,2.2692238221424,2.40718647682163,2.32926375237473,2.3309440958284,1.94788535330981,1.5345706687593,1.6929820844481,2.02379666045516,1.8436197668752,1.72794161277763,1.55474857442401,1.69703640319624,1.77869894032863,1.83394445873901,1.67360338531834,1.78518884148705,1.84479056950047,1.86026521016677,1.87747076245619,1.81998987095936,1.79807401611934,1.71562309845968,1.50567463248572,1.39917292549965,1.26727094341865,1.00603358406981,1634
Tennessee,5.64340827261365,3.66565877386782,4.95266650126535,3.557579938061,4.44952969134634,3.02502401999108,3.70893944992,2.94104176627127,3.97563586530829,2.49601509961213,2.45300498450313,2.33910159195673,2.80154283215009,3.32227791125857,3.02356698317264,2.44365041878169,2.13707562177674,1.86106754760529,1.86340862634947,1.84825196630644,1.70413145568082,1.70436737633947,1.79681530306628,1.74904698861267,1.74187734258161,1.9431571697242,1.76626710169883,1.53332912440049,1.38113068550483,1.19632740731901,1.21835100636668,1.17049887037758,0.980100278517985,0.95558131405248,0.971406508259562,0.975377681969237,1.02865345346719,0.907266388285113,0.885341351800945,0.848571701549705,0.997648934122035,0.985437131825439,0.990703076133316,0.965411065756118,6902
Texas,4.62713111656209,3.88369149275779,3.271992163209,2.26112899641369,1.66927729554963,2.39852253310477,2.47075238942625,2.08210658308019,1.53947882816574,1.65200066683153,2.34960454379898,3.85366201106326,3.74426868386803,2.6286943867987,2.18333342989883,3.6232625583344,3.23672671823574,2.96115271965986,2.64945813028904,2.32145369812952,2.1103473891627,2.05242981047211,1.74458077407786,1.68476532649347,1.65829127830475,1.60561482278882,1.5904024300969,1.54217980838297,1.44640759363771,1.35811274283075,1.40704333884453,1.40220134239556,1.32695945611298,1.39056533534776,1.34378037550678,1.27052596562176,1.17628950367397,1.01309184877566,1.03476781783222,1.04283868808409,0.943115677148487,0.876170466012769,0.907322865993029,0.909012995533022,19456
Utah,6.05747589181412,5.49105697733272,3.57584704722633,2.54839640060692,4.19170860409119,3.47752815563268,6.47325201696824,3.95585294064086,3.19170561356716,3.99237729233436,3.36223269547215,2.60985620021218,2.74038622009361,2.27359246105498,2.40601514033173,2.63644974720866,2.1848814176199,1.94805851376567,1.9046149356622,1.86099702288461,1.95809854769303,1.87310230760484,1.63783874046073,1.52967864215108,1.55265430082339,1.4070694429216,1.44078515864745,1.42900278423043,1.40494438478096,1.27883944430092,1.16892084954292,1.09541668195011,1.14475347114772,1.05955343402822,0.94571553959466,0.863524762617747,0.853789726400437,0.869990278818278,0.933672921044816,0.9672331702612,0.974282159364493,1.01492575341688,1.05553624713835,1.1733649535592,3219
Vermont,10,6.05747589181412,3.66070465155515,2.82170413630682,3.61068188129305,2.84960848504645,3.73723538033674,2.20691727156696,3.51545646349243,3.96554591505856,2.6177640507955,2.24781343067674,1.81248483903598,3.08198208331497,4.19107784285615,2.47461203593306,3.27157897377637,3.15720690808037,2.66770942268048,2.37439662841609,1.95177290739268,1.6076491301009,1.61630952830749,1.32884290930597,1.19635073479963,1.13958410376443,1.23453314635173,1.4212707278694,1.46042650190551,1.31190299935526,1.31998671926952,1.2378899248895,1.15369714877213,1.0445491025092,0.950298047740185,0.843999394262972,0.855238114686092,0.700368627468242,0.645673569979151,0.6491231171885,0.590994067823769,0.515602381998353,0.508371486983781,0.441501936400439,802
Virginia,15,21.7230246288679,5.54360759405045,2.74575663083325,1.99073245900574,5.6093694916445,3.61249153091141,2.2499883655525,1.63684258076588,2.24093190773779,2.10614987163751,2.11713971798594,1.52655153417922,1.98021603839504,2.74289584068887,2.43796284769387,1.92386602571668,2.2445583460637,2.08480501463941,2.28326057454439,2.20839390612427,1.97525292823438,1.84608137404091,1.98018270052782,1.8821266519142,1.77356458114662,1.64587907928146,1.67927016117153,1.55623458031763,1.46375277149311,1.4815867101215,1.38002401965692,1.39662823431299,1.39628802708062,1.39170018848422,1.26180579349464,1.28137423455115,1.19887498484998,1.16799334463599,1.10846880895069,1.0937186778547,1.06031292766832,1.14361715453163,1.09751728468054,7358
Washington,2.49690934022287,2.4390266612549,3.11983416831473,2.75460837938749,2.35287800590556,2.25543739782927,2.12046743090395,1.85517977977184,1.76662959338083,1.64679050083382,1.48120094527291,1.56582203891912,1.53904929953082,1.60823859888809,1.60481694306722,1.61314204706662,1.56849415933447,1.49743461944237,1.65026330657192,1.78111217946051,1.64783307275644,1.5460914697665,1.50334419189781,1.33666409307764,1.28495304193075,1.10703933954244,0.925617872308882,0.893764438549323,0.98554988683531,0.917521582290861,1.00921992475285,1.0881698501806,1.12775366458278,1.14902940409062,1.1504980482949,1.03001250925382,0.991850601226106,0.921952265070573,0.823615780882526,0.800458567401775,0.777022147528299,0.79200916050704,0.803433305837536,0.860932400422242,11926
West Virginia,5,5,5,5,5,5,5,5,5,10,9.08621383772119,7.39083630900246,6.84163262508114,5.09199386241393,3.79709194629982,3.03595175679873,3.89951643137758,3.29759744033971,2.14099947156924,3.22281139765093,2.7139868540187,2.08274053378891,1.94147255400389,1.60761422157447,1.57689953868248,1.68758137816626,1.24842750463071,1.36552124637619,1.50443876676331,1.39120759084404,1.58889193475079,1.66309533034244,1.52858380806797,1.50941722027302,1.25694008676558,1.08228310744466,1.04718143604919,1.00287803128089,0.862481539552777,0.743439380648272,0.773597268551839,0.945998086227602,1.18025299268127,1.13696312098158,906
Wisconsin,5,20,6.77378760015775,3.228335217547,4.0547399191199,8.05439763097166,5.49120541641075,3.52520472586854,3.04286145014119,3.3659978565649,3.48212185907662,3.40384385604015,2.90341399215971,2.81192386404577,2.82836652160632,2.16489645523455,1.78738013503427,1.88349890981638,1.84793849122839,1.80544951289124,1.71593019328609,1.53143505521556,1.508757728079,1.50359090279955,1.4614744659109,1.40716196499732,1.35229882600256,1.30937194076483,1.25758126122708,1.25134192137981,1.19629823719411,1.12351723684684,1.04109609175052,1.02246746919573,0.971681061837259,0.950553269362497,0.883187108815528,0.890403759014063,0.903071430653777,0.947244511126758,0.950024338586963,0.966604726653049,0.99442987672732,1.06797355150849,4498
Wyoming,5,5,5,5,10,9.08621383772119,5.91266904720197,3.37465895733785,6.52430852870546,5.3809387118053,3.50535974188976,2.18413008902454,1.98373937841302,1.74322434151537,1.63999488495551,1.21019330691341,1.30207058628904,1.73569937159824,1.8497556374107,2.16913219638468,2.09748943770487,1.67829111959747,1.60684183358185,1.78883789572676,1.64958793659244,1.60006990001798,1.34830749795578,1.36581799470279,1.40784473926703,1.33387668236884,1.07086103406077,0.953127555345813,0.885750024701003,0.905659364628264,0.801183396792367,0.798159383881993,0.745583613658309,0.763929149514131,0.771890527462551,0.802670645370802,0.786774244101836,0.750702193127387,0.714040577255821,0.74607656664838,317
